Equilibrium Type,Allow Abandon and Defaults,Costs Multiplier,Fee Shifting Multiplier,Fee Shifting Rule,Issue,Noise Multiplier D,Noise Multiplier P,Noise to Produce Case Strength,Probability Truly Liable,Proportion of Costs at Beginning,Relative Costs,Risk Aversion,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Expenditures,False Positive Inaccuracy,False Negative Inaccuracy,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,P Loses,P Wins,Appropriation
Only Eq,true,1,1,English,Liability,1,1,0.7,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Case Strength Noise 0.7,1.1369999999999999E-13,2,0.643295,0.462838,0.625621,0.350518,0.023297,0.513491,10.2714,9.55565,19.8271,0.172909,1000.04,999.48,0,0.172909,0.172909,0.444345,0,0.55,0.356705,0.180457,0.167981,0.185133,0.0864273,0.0113341,0.0119626,0
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,1,0.458118,0.595606,0.488882,0.139165,1,10.6212,9.11833,19.7395,0.260467,1000.12,999.02,0,0.260467,0.260467,0.381673,0.0261359,0.503472,0,0.541882,0.297849,0,0.0211037,0,0.139165,0
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,1,0,,,0,,10.85,9,19.85,0.15,1000.15,998.808,0,0.15,0.15,0.259117,0.0348573,,0,1,0,0,0,0,0,0
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,1,1,0.595606,0.488882,0.303776,1,10.3506,9.25829,19.6089,0.391133,1000.09,999.271,0,0.391133,0.391133,0.526638,0.0158199,0.503472,0,0,0.650158,0,0.046066,0,0.303776,0
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,1,1,0.491619,0.515325,0,,10.3535,9.34653,19.7,0.3,1000.09,999.445,0,0.3,0.3,0.473934,0.002629,0.503472,0,0,1,0,0,0,0,0
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,1,1,0.770846,0.392689,1,1,10.2687,9.13134,19.4,0.6,1000.07,999.044,0,0.6,0.6,0.625376,0.0464465,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,1,1,0.770846,0.392689,1,1,10.2687,9.13134,19.4,0.6,1000.07,999.044,0,0.6,0.6,0.625376,0.0464465,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,1,0.458118,0.595606,0.488882,0.139165,1,10.6212,9.11833,19.7395,0.260467,1000.12,999.02,0,0.260467,0.260467,0.381673,0.0261359,0.503472,0,0.541882,0.297849,0,0.0211037,0,0.139165,0
Only Eq,true,1,1,English,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Damages Dispute,1.705E-13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,0.70495,0.296583,0.491264,0.228152,0.058266,0.431551,10.4107,9.42156,19.8323,0.16771,1000.07,999.293,0,0.16771,0.16771,0.152784,0.156324,0.246667,0.29505,0.408367,0.169715,0.0159457,0.0492362,0.0331211,0.0251447,0
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,0.580547,0,,,0,,10.4935,9.41945,19.9129,0.0870821,1000.09,999.308,0,0.0870821,0.0870821,0.0934374,0.127085,,0.419453,0.580547,0,0,0,0,0,0
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,1,1,0.491264,0.228152,0.196457,0.431551,10.2145,9.42657,19.6411,0.358937,1000.01,999.259,0,0.358937,0.358937,0.293537,0.225672,0.246667,0,0,0.572234,0.0537645,0.166011,0.111676,0.0847812,0
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,1,1,0.197857,0.295476,0,,10.0967,9.60333,19.7,0.3,1000.01,999.645,0,0.3,0.3,0.214885,0.231743,0.246667,0,0,1,0,0,0,0,0
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,1,1,0.95,0.05,1,0.431551,10.1125,9.28751,19.4,0.6,999.932,998.745,0,0.6,0.6,0.408018,0.286076,,0,0,0,0,0,0.568449,0.431551,0
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,1,1,0.95,0.05,1,0,9.61849,9.78151,19.4,0.6,999.771,999.888,0,0.6,0.6,0.144047,0.401267,,0,0,0,0,0,1,0,0
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,1,1,0.95,0.05,1,1,10.7632,8.6368,19.4,0.6,1000.14,997.24,0,0.6,0.6,0.755726,0.134343,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,0.924003,0.238708,0.664096,0.323943,0.050246,0.608017,10.6873,9.12317,19.8105,0.18948,1000.12,998.908,0,0.18948,0.18948,0.0255016,0.312655,0.440827,0.0759966,0.685295,0.110921,0.0085714,0.0656471,0.0196954,0.0305502,0
Only Eq,true,1,1,Margin of Victory,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Margin,0,3,0.485905,0.354456,0.374875,0.163644,0.066286,0.297792,10.1341,9.71994,19.8541,0.14594,1000.01,999.679,0,0.14594,0.14594,0.280061,0,0.152422,0.514095,0.131448,0.228508,0.0233196,0.0328259,0.0465463,0.0197393,0
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,1,0.700937,0.380799,0.459883,0.034491,1,10.4428,9.29174,19.7345,0.265488,1000.09,999.295,0,0.265488,0.265488,0.211141,0.087999,0.396551,0,0.299063,0.636713,0.00285339,0.0268792,0,0.0344906,0
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,1,0,,,0,,10.85,9,19.85,0.15,1000.15,998.808,0,0.15,0.15,0.131238,0.0617797,,0,1,0,0,0,0,0,0
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,1,1,0.380799,0.459883,0.049207,1,10.269,9.41621,19.6852,0.314762,1000.07,999.502,0,0.314762,0.314762,0.245233,0.0991858,0.396551,0,0,0.908375,0.00407083,0.0383476,0,0.0492065,0
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,1,1,0.343439,0.449663,0,,10.2466,9.45345,19.7,0.3,1000.07,999.596,0,0.3,0.3,0.231524,0.0898319,0.396551,0,0,1,0,0,0,0,0
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,1,1,0.677647,0.439804,1,1,10.2658,9.13416,19.4,0.6,1000.02,998.658,0,0.6,0.6,0.409024,0.310828,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,1,1,0.677647,0.439804,1,1,10.2658,9.13416,19.4,0.6,1000.02,998.658,0,0.6,0.6,0.409024,0.310828,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,1,0.700937,0.380799,0.459883,0.034491,1,10.4428,9.29174,19.7345,0.265488,1000.09,999.295,0,0.265488,0.265488,0.211141,0.087999,0.396551,0,0.299063,0.636713,0.00285339,0.0268792,0,0.0344906,0
Only Eq,true,1,1,Reverse 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute,-4.5469999999999997E-13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,1,1,0.399728,0.470169,0.043349,1,10.2793,9.40767,19.687,0.313005,1000.07,999.497,0,0.313005,0.313005,0.110903,0.221017,0.435486,0,0,0.956651,0,0,0,0.0433491,0
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,1,1,0.399728,0.470169,0.043349,1,10.2793,9.40767,19.687,0.313005,1000.07,999.497,0,0.313005,0.313005,0.110903,0.221017,0.435486,0,0,0.956651,0,0,0,0.0433491,0
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,1,1,0.393174,0.477797,0,,10.2855,9.41451,19.7,0.3,1000.07,999.51,0,0.3,0.3,0.103151,0.214777,0.435486,0,0,1,0,0,0,0,0
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,1,1,0.544366,0.301823,1,1,10.1434,9.25662,19.4,0.6,1000.01,999.201,0,0.6,0.6,0.281972,0.358735,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,1,1,0.544366,0.301823,1,1,10.1434,9.25662,19.4,0.6,1000.01,999.201,0,0.6,0.6,0.281972,0.358735,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,1,1,0.399728,0.470169,0.043349,1,10.2793,9.40767,19.687,0.313005,1000.07,999.497,0,0.313005,0.313005,0.110903,0.221017,0.435486,0,0,0.956651,0,0,0,0.0433491,0
Only Eq,true,1,1,Rule 68,Damages,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Rule 68 Damages Dispute,5.684E-14,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,0.543164,0.0968835,0.51888,0.299272,0.009861,0.516838,10.408,9.49303,19.901,0.0989654,1000.07,999.385,0,0.0989654,0.0989654,0.0853513,0.148787,0.240949,0.456836,0.44628,0.0472956,0.0110954,0.0275417,0.00476446,0.0050965,0
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,0.494156,0,,,0,,10.42,9.50584,19.9259,0.0741234,1000.08,999.411,0,0.0741234,0.0741234,0.0612011,0.131484,,0.505844,0.494156,0,0,0,0,0,0
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,1,1,0.51888,0.299272,0.101782,0.516838,10.2959,9.37357,19.6695,0.330535,1000.03,999.146,0,0.330535,0.330535,0.310472,0.310079,0.240949,0,0,0.488169,0.114523,0.284277,0.0491772,0.0526049,0
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,1,1,0.200847,0.281051,0,,10.0909,9.60905,19.7,0.3,1000.02,999.735,0,0.3,0.3,0.196445,0.382919,0.240949,0,0,1,0,0,0,0,0
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,1,1,0.897959,0.05,1,0.516838,10.2269,9.17306,19.4,0.6,999.874,997.731,0,0.6,0.6,0.530303,0.333738,,0,0,0,0,0,0.483162,0.516838,0
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,1,1,0.891077,0.05,1,0,9.4,10,19.4,0.6,999.567,1000,0,0.6,0.6,0,0.690738,,0,0,0,0,0,1,0,0
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,1,1,0.904391,0.05,1,1,11,8.4,19.4,0.6,1000.16,995.609,0,0.6,0.6,1.02605,0,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,0.879813,0.0977975,0.586623,0.342601,0.009964,0.587141,10.7024,9.14794,19.8504,0.149631,1000.12,998.969,0,0.149631,0.149631,0.0088219,0.297573,0.287903,0.120187,0.782015,0.0420146,0.00988958,0.0348936,0.00411373,0.0058503,0
Only Eq,true,1,1,English,Liability,0.25,0.25,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.25-0.25,2.2739999999999997E-13,3,0.206513,0.0959695,0.449846,0.255117,0.009758,0.445051,10.1136,9.83812,19.9517,0.0482998,1000.02,999.801,0,0.0482998,0.0482998,0.161881,0,0.203427,0.793487,0.110544,0.0525766,0.0123012,0.0201898,0.00541519,0.0043428,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,0.58697,0.162245,0.63369,0.352744,0.011254,0.372221,10.4209,9.4633,19.8842,0.115758,1000.07,999.352,0,0.115758,0.115758,0.107164,0.14455,0.45,0.41303,0.424725,0.0540403,0.0386487,0.0583018,0.00706504,0.004189,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,0.50698,0,,,0,,10.4309,9.49302,19.924,0.076047,1000.08,999.396,0,0.076047,0.076047,0.0620701,0.124313,,0.49302,0.50698,0,0,0,0,0,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,1,1,0.63369,0.352744,0.069364,0.372221,10.3693,9.30986,19.6792,0.320809,1000.05,999.125,0,0.320809,0.320809,0.340009,0.249045,0.45,0,0,0.333079,0.238212,0.359345,0.0435455,0.0258189,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,1,1,0.45,0.45,0,,10.3,9.4,19.7,0.3,1000.08,999.567,0,0.3,0.3,0.3158,0.331566,0.45,0,0,1,0,0,0,0,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,1,1,0.834345,0.150204,1,0.372221,9.99555,9.40445,19.4,0.6,999.788,998.366,0,0.6,0.6,0.398581,0.359576,,0,0,0,0,0,0.627779,0.372221,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,1,1,0.819965,0.142712,1,0,9.4,10,19.4,0.6,999.567,1000,0,0.6,0.6,0,0.572775,,0,0,0,0,0,1,0,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,1,1,0.858598,0.162839,1,1,11,8.4,19.4,0.6,1000.16,995.609,0,0.6,0.6,1.07082,0,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,0.90353,0.158081,0.686003,0.388862,0.009492,0.467084,10.7109,9.12701,19.8379,0.162089,1000.13,998.943,0,0.162089,0.162089,0.0139282,0.2891,0.45,0.0964698,0.745449,0.051194,0.022274,0.0751211,0.00505833,0.0044335,0
Only Eq,true,1,1,English,Liability,0.5,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-0.5,1.1369999999999999E-13,2,0.270408,0.166409,0.583995,0.318434,0.013016,0.303044,10.131,9.7996,19.9306,0.0694274,1000.02,999.761,0,0.0694274,0.0694274,0.200401,0,0.45,0.729592,0.103999,0.0568866,0.0550235,0.0414824,0.00907176,0.0039445,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,0.500001,0.69023,0.501591,0.02375,0.650883,10.6799,9.088,19.7679,0.232125,1000.12,998.883,0,0.232125,0.232125,0.426782,0.0938008,0.55,0,0.499999,0.227008,0.0582692,0.190974,0.00829138,0.0154582,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,0,,,0,,10.85,9,19.85,0.15,1000.15,998.808,0,0.15,0.15,0.359129,0.0961306,,0,1,0,0,0,0,0,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,1,0.69023,0.501591,0.047499,0.650883,10.5097,9.176,19.6858,0.31425,1000.1,998.958,0,0.31425,0.31425,0.494434,0.0914711,0.55,0,0,0.454016,0.116538,0.381947,0.0165827,0.0309163,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,1,0.55,0.55,0,,10.4,9.3,19.7,0.3,1000.1,999.43,0,0.3,0.3,0.624568,0.0646562,0.55,0,0,1,0,0,0,0,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,1,0.855672,0.254892,1,0.650883,10.4414,8.95859,19.4,0.6,999.954,997.142,0,0.6,0.6,0.54131,0.200922,,0,0,0,0,0,0.349117,0.650883,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,1,0.77787,0.254892,1,0,9.4,10,19.4,0.6,999.567,1000,0,0.6,0.6,0,0.575515,,0,0,0,0,0,1,0,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,1,0.897404,0.254892,1,1,11,8.4,19.4,0.6,1000.16,995.609,0,0.6,0.6,0.831656,0,,0,0,0,0,0,0,1,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,0.359131,0.844818,0.516951,0.029719,0.799296,10.8124,8.97482,19.7872,0.212785,1000.14,998.651,0,0.212785,0.212785,0.0547507,0.187602,0.55,0,0.640869,0.048925,0.0104997,0.269987,0.00596476,0.0237544,0
Only Eq,true,1,1,English,Liability,2,0.5,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5-2,1.1369999999999999E-13,2,1,0.640871,0.603602,0.492984,0.01778,0.40281,10.5473,9.20119,19.7485,0.251465,1000.1,999.115,0,0.251465,0.251465,0.798813,0,0.55,0,0.359129,0.405092,0.106039,0.111961,0.010618,0.0071619,0
